,City,Avg.Temp.Jan-Normalized,Avg.Temp.Feb-Normalized,Avg.Temp.March-Normalized,Avg.Temp.April-Normalized,Avg.Temp.May-Normalized,Avg.Temp.June-Normalized,Avg.Temp.July-Normalized,Avg.Temp.Aug-Normalized,Avg.Temp.Sept-Normalized,Avg.Temp.Oct-Normalized,Avg.Temp.Nov-Normalized,Avg.Temp.Dec-Normalized,Avg.Percip.Jan-Normalized,Avg.Percip.Feb-Normalized,Avg.Percip.March-Normalized,Avg.Percip.April-Normalized,Avg.Percip.May-Normalized,Avg.Percip.June-Normalized,Avg.Percip.July-Normalized,Avg.Percip.Aug-Normalized,Avg.Percip.Sept-Normalized,Avg.Percip.Oct-Normalized,Avg.Percip.Nov-Normalized,Avg.Percip.Dec-Normalized,Avg.Humid.Jan-Normalized,Avg.Humid.Feb-Normalized,Avg.Humid.March-Normalized,Avg.Humid.April-Normalized,Avg.Humid.May-Normalized,Avg.Humid.June-Normalized,Avg.Humid.July-Normalized,Avg.Humid.Aug-Normalized,Avg.Humid.Sept-Normalized,Avg.Humid.Oct-Normalized,Avg.Humid.Nov-Normalized,Avg.Humid.Dec-Normalized,Healthcare Index-Normalized,HCI Contributors-Normalized,% Walking-Normalized,% Car-Normalized,% Bike-Normalized,% Public Transit-Normalized,total_hotels-Normalized,avg_rating-Normalized,num_good_hotels-Normalized,avg_price-Normalized,pct_good_hotels-Normalized,total_attractions-Normalized,num_good_attractions-Normalized,pct_good_attractions-Normalized,total_nature_parks-Normalized,total_fun_games-Normalized,total_sights_landmarks-Normalized,total_museums-Normalized,total_nightlife-Normalized,total_spas_wellness-Normalized,total_classes_workshops-Normalized,total_casinos_gambling-Normalized,total_boat_tours_water_sports-Normalized,total_water_amusement_parks-Normalized,total_zoos_aquariums-Normalized,total_good_for_kids-Normalized,total_good_for_adrenaline_seekers-Normalized,total_budget_friendly-Normalized,num_good_restaurants-Normalized,pct_good_restaurants-Normalized,num_michelin-Normalized,num_cheap_eats-Normalized,num_moderately_priced-Normalized,num_fine_dining-Normalized,2019_violent_crime_ct-Normalized,2019_property_crime_ct-Normalized,num_fatal_crashes-Normalized,fatalities_per_100m_miles-Normalized,car_thefts_per_100k_residents-Normalized,best_cuisines-American-Normalized,best_cuisines-Italian-Normalized,best_cuisines-Bar-Normalized,best_cuisines-Steakhouse-Normalized,best_cuisines-Asian-Normalized,best_cuisines-Mexican-Normalized,best_cuisines-Southwestern-Normalized,best_cuisines-Cafe-Normalized,best_cuisines-Pizza-Normalized,best_cuisines-Sushi-Normalized,best_cuisines-Seafood-Normalized,best_cuisines-Japanese-Normalized,best_cuisines-Thai-Normalized,best_cuisines-Deli-Normalized,best_cuisines-Diner-Normalized,best_cuisines-Mediterranean-Normalized,best_cuisines-Puerto Rican-Normalized,best_cuisines-Latin-Normalized,best_cuisines-European-Normalized,best_cuisines-Contemporary-Normalized,best_cuisines-Fast Food-Normalized,best_cuisines-Pub-Normalized,best_cuisines-Korean-Normalized,best_cuisines-Fusion-Normalized,best_cuisines-Indian-Normalized,best_cuisines-Chinese-Normalized,best_cuisines-French-Normalized,best_cuisines-Spanish-Normalized,best_cuisines-Middle Eastern-Normalized,best_cuisines-International-Normalized,best_cuisines-Barbecue-Normalized,best_cuisines-Romana-Normalized,best_cuisines-Caribbean-Normalized,best_cuisines-Peruvian-Normalized,best_cuisines-Cajun & Creole-Normalized,best_cuisines-Brew Pub-Normalized,best_cuisines-Hawaiian-Normalized,best_cuisines-Healthy-Normalized,best_cuisines-Gastropub-Normalized,best_cuisines-Irish-Normalized,best_cuisines-Lebanese-Normalized,best_cuisines-Grill-Normalized,best_cuisines-Wine Bar-Normalized,best_cuisines-Greek-Normalized,best_cuisines-German-Normalized,best_cuisines-Portuguese-Normalized,best_cuisines-Tuscan-Normalized,best_cuisines-Balti-Normalized,best_cuisines-Soups-Normalized,best_cuisines-Brazilian-Normalized,best_cuisines-South American-Normalized,best_cuisines-Quick Bites-Normalized,best_cuisines-Coffee & Tea-Normalized
29,"Savannah, GA",0.6724565756823823,0.6782729805013927,0.7120980091883614,0.7097457627118644,0.8020050125313282,0.694510739856802,0.6666666666666667,0.6734177215189876,0.7414634146341464,0.7374301675977655,0.7146853146853147,0.6860025220680959,0.8,0.7142857142857143,0.625,0.5833333333333334,0.6666666666666666,0.8181818181818182,0.8461538461538461,0.9375,0.8947368421052632,0.9444444444444444,0.6666666666666666,0.7222222222222222,0.6530612244897959,0.6530612244897959,0.7457627118644068,0.7424242424242424,0.782608695652174,0.9,0.9230769230769232,0.9682539682539684,0.8787878787878788,0.7931034482758621,0.7272727272727273,0.6739130434782609,0.6035530085959885,0.0491803278688524,0.0,0.9091,0.0,0.0,0.205181347150259,0.8108108108108109,0.2352941176470588,0.354260667783937,0.24859392575928,0.1190884167237834,0.4235294117647059,0.3311258278145695,0.16,0.1064356435643564,0.1509433962264151,0.1509433962264151,0.0915934755332496,0.0641646489104116,0.0689655172413793,0.0,0.0710900473933649,0.0,0.0,0.216624685138539,0.1118012422360248,0.2785829307568438,0.0422383642722625,0.825503355704698,0.0,0.2354430379746835,0.084008843036109,0.0288018433179723,0.0023844882762659,0.0066569500851565,0.693069306930693,0.5000000000000001,0.0211261899939234,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"Augusta, GA",0.6116625310173698,0.6100278551532033,0.6600306278713629,0.6737288135593219,0.7819548872180451,0.6921241050119333,0.6691176470588235,0.6784810126582278,0.7170731707317075,0.681564245810056,0.6573426573426573,0.6204287515762925,0.8,0.7142857142857143,0.625,0.6666666666666666,0.75,0.8181818181818182,0.8461538461538461,0.8125,0.8421052631578947,0.8888888888888888,0.6666666666666666,0.7222222222222222,0.6122448979591837,0.5918367346938775,0.6779661016949152,0.6363636363636364,0.6521739130434783,0.7714285714285715,0.7846153846153846,0.7777777777777778,0.7121212121212122,0.6896551724137931,0.6363636363636364,0.6304347826086957,0.8022922636103151,0.0273224043715847,0.0,0.0,0.0,0.0,0.1056994818652849,0.5765765765765766,0.1925133689839572,0.1810837523097417,0.3937007874015747,0.0140507196710075,0.1411764705882353,0.7571743929359823,0.0333333333333333,0.0222772277227722,0.0222984562607204,0.0215633423180593,0.0213299874529485,0.0084745762711864,0.0517241379310344,0.0,0.0142180094786729,0.0,0.0,0.0201511335012594,0.0124223602484472,0.0209339774557165,0.009685230024213,0.285234899328859,0.0,0.1594936708860759,0.0368459837877671,0.0057603686635944,0.0107092806793699,0.0275858116074937,0.0424328147100424,0.5000000000000001,0.0250557018432246,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Honolulu, HI",0.9305210918114144,0.913649025069638,0.8958652373660031,0.8411016949152542,0.8220551378446114,0.6157517899761338,0.5539215686274509,0.5949367088607594,0.7560975609756098,0.8789571694599627,0.9244755244755244,0.9205548549810844,0.6666666666666666,0.5714285714285714,0.5,0.4166666666666667,0.5,0.4545454545454545,0.5384615384615384,0.5625,0.6842105263157895,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.7346938775510204,0.7966101694915254,0.803030303030303,0.8260869565217391,0.8428571428571429,0.8461538461538461,0.8253968253968254,0.803030303030303,0.8103448275862069,0.7818181818181819,0.6956521739130435,0.8296848137535817,0.2622950819672131,0.0,0.8723000000000001,0.0,0.1773655689870779,0.18860103626943,0.783783783783784,0.1818181818181818,0.511473507799407,0.2092238470191226,0.2705620287868403,0.5843137254901961,0.2052980132450331,0.6733333333333333,0.1336633663366336,0.248713550600343,0.1024258760107816,0.0953575909661229,0.261501210653753,0.7068965517241379,0.0,0.6303317535545023,0.0144927536231884,0.3333333333333333,0.5012594458438288,0.6956521739130435,0.3800322061191626,0.0486951842884046,0.4295302013422818,0.0,0.0860759493670886,0.0677966101694915,0.032258064516129,0.0562446401305193,0.2412714529018734,0.2673267326732673,0.3852459016393442,0.0531294308284383,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Hilo, HI",0.4032258064516129,0.3969359331476323,0.444104134762634,0.3326271186440678,0.4210526315789472,0.4295942720763725,0.6029411764705881,0.5721518987341774,0.4731707317073172,0.4245810055865922,0.427972027972028,0.382093316519546,0.6666666666666666,0.5714285714285714,0.5,0.5,0.5833333333333334,0.4545454545454545,0.5384615384615384,0.5625,0.6842105263157895,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.7142857142857143,0.6530612244897959,0.576271186440678,0.4848484848484848,0.4057971014492754,0.3142857142857143,0.1384615384615384,0.0952380952380952,0.2121212121212121,0.3793103448275862,0.5818181818181818,0.6304347826086957,0.7436103151862463,0.0546448087431694,0.6875687568756875,0.75,0.0,0.0,0.0,0.6756756756756758,0.0,0.4275707962700356,0.0,0.0316997943797121,0.3372549019607843,0.911699779249448,0.2466666666666666,0.0222772277227722,0.0291595197255574,0.0323450134770889,0.0050188205771643,0.0242130750605326,0.1724137931034483,0.0,0.0236966824644549,0.0,0.2222222222222222,0.0780856423173803,0.0683229813664596,0.0692431561996779,0.0059187516814635,0.5268456375838927,0.0,0.0886075949367088,0.0143699336772291,0.0011520737327188,0.0073835470308937,0.0332110572514083,0.338048090523338,0.3852459016393442,,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"Boise, ID",0.4280397022332506,0.4233983286908078,0.4732006125574273,0.375,0.4736842105263157,0.4773269689737472,0.6495098039215687,0.6126582278481013,0.5097560975609757,0.4506517690875232,0.448951048951049,0.4047919293820933,0.6666666666666666,0.5714285714285714,0.5,0.5,0.5833333333333334,0.4545454545454545,0.5384615384615384,0.5625,0.6842105263157895,0.7222222222222222,0.6111111111111112,0.6111111111111112,0.673469387755102,0.6122448979591837,0.5423728813559322,0.4242424242424242,0.3623188405797101,0.2857142857142857,0.1076923076923077,0.0952380952380952,0.2121212121212121,0.3793103448275862,0.5636363636363636,0.5869565217391305,0.933295128939828,0.1311475409836065,0.223047304730473,0.8378,0.135,0.0,0.0849740932642487,0.8513513513513515,0.1925133689839572,0.3188517897812728,0.4881889763779527,0.04592186429061,0.1254901960784313,0.2428256070640176,0.2,0.1014851485148514,0.0617495711835334,0.0539083557951482,0.0476787954830614,0.036319612590799,0.1551724137931034,0.0123456790123456,0.0284360189573459,0.0289855072463768,0.2222222222222222,0.08816120906801,0.0248447204968944,0.072463768115942,0.0164110842076943,0.3456375838926174,0.0,0.1493670886075949,0.0722181282240235,0.0092165898617511,0.0139095149448848,0.0297392899253242,0.0212164073550212,0.5983606557377049,0.0137735466882722,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"Meridian, ID",0.3573200992555831,0.2952646239554317,0.33843797856049,0.2796610169491526,0.4160401002506265,0.460620525059666,0.5098039215686274,0.5037974683544305,0.5121951219512195,0.4748603351955306,0.4769230769230769,0.3959646910466583,0.8,0.6428571428571429,0.5625,0.75,0.8333333333333334,0.7272727272727273,0.7692307692307693,0.75,0.8421052631578947,0.8888888888888888,0.7222222222222222,0.7222222222222222,0.7551020408163265,0.7755102040816326,0.864406779661017,0.8484848484848485,0.8695652173913043,0.8714285714285714,0.8153846153846154,0.8095238095238095,0.7575757575757576,0.7413793103448276,0.7454545454545455,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0207253886010362,0.8198198198198199,0.053475935828877,0.2841519487774483,0.5354330708661417,0.00514050719671,0.0,0.0,0.02,0.0321782178217821,0.0051457975986277,0.0107816711590296,0.0062735257214554,0.0060532687651331,0.0172413793103448,0.0,0.0047393364928909,0.0289855072463768,0.0,0.0125944584382871,0.0062111801242236,0.0,0.01076136669357,0.4261744966442952,0.0,0.0455696202531645,0.0438467207074428,0.0034562211981566,0.0035139827229182,0.008302764312852,0.1499292786421499,0.5983606557377049,,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"Chicago, IL",0.3337468982630273,0.2966573816155989,0.3797856049004594,0.3474576271186441,0.4711779448621552,0.4773269689737472,0.4975490196078431,0.4734177215189874,0.4804878048780489,0.4525139664804469,0.4517482517482517,0.364438839848676,0.7333333333333333,0.6428571428571429,0.5625,0.75,0.8333333333333334,0.8181818181818182,0.7692307692307693,0.75,0.7894736842105263,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6938775510204082,0.673469387755102,0.711864406779661,0.7272727272727273,0.7536231884057971,0.8142857142857143,0.7846153846153846,0.7936507936507936,0.7272727272727273,0.7068965517241379,0.7272727272727273,0.6739130434782609,0.753352435530086,0.6885245901639344,0.3462596259625962,0.5664,0.175,0.4370571071279699,0.4031088082901554,0.8873873873873875,0.4545454545454545,0.4858192600232048,0.2452193475815523,0.4239204934886909,0.3607843137254902,0.0816777041942605,0.64,0.4257425742574257,0.5591766723842195,0.3935309973045822,0.5947302383939774,0.4515738498789346,0.0689655172413793,0.0,0.3317535545023696,0.0289855072463768,0.7777777777777778,0.3501259445843829,0.2236024844720497,0.4235104669887278,0.0072639225181598,0.0,0.0098159509202454,0.0,0.0029476787030213,0.0069124423963133,0.5342299567027129,0.6619202803615878,0.2347949080622348,0.3524590163934425,0.4210856795624873,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"Aurora, IL",0.3945409429280397,0.362116991643454,0.439509954058193,0.4406779661016949,0.5588972431077692,0.5322195704057281,0.5269607843137255,0.5240506329113924,0.5365853658536586,0.4953445065176908,0.4923076923076923,0.416141235813367,0.8,0.6428571428571429,0.625,0.75,0.9166666666666666,0.8181818181818182,0.7692307692307693,0.75,0.7894736842105263,0.8888888888888888,0.7222222222222222,0.7222222222222222,0.6530612244897959,0.6326530612244898,0.711864406779661,0.7121212121212122,0.7536231884057971,0.7857142857142857,0.7846153846153846,0.7301587301587301,0.6818181818181818,0.6724137931034483,0.7090909090909091,0.6739130434782609,0.8383954154727794,0.0163934426229508,0.6875687568756875,0.5,0.0,0.5210504376823677,0.0103626943005181,0.8513513513513515,0.0320855614973262,0.2353787976451377,0.6130483689538807,0.0075394105551747,0.0666666666666666,0.5607064017660044,0.0133333333333333,0.0519801980198019,0.0,0.0053908355795148,0.0100376411543287,0.0060532687651331,0.0,0.0123456790123456,0.0047393364928909,0.0289855072463768,0.1111111111111111,0.0075566750629722,0.0062111801242236,0.0048309178743961,0.0134517083669626,0.3020134228187919,0.0,0.1620253164556962,0.0663227708179808,0.0092165898617511,0.0105419481687548,0.0150907244857854,0.0636492220650636,0.3524590163934425,,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"Indianapolis, IN",0.3598014888337469,0.318941504178273,0.3874425727411945,0.3707627118644067,0.4962406015037592,0.4844868735083533,0.4901960784313726,0.4708860759493673,0.4829268292682926,0.4599627560521415,0.4685314685314685,0.3909205548549811,0.7333333333333333,0.6428571428571429,0.625,0.75,0.8333333333333334,0.8181818181818182,0.7692307692307693,0.75,0.7894736842105263,0.8888888888888888,0.7222222222222222,0.6666666666666666,0.7142857142857143,0.673469387755102,0.711864406779661,0.7121212121212122,0.7536231884057971,0.7857142857142857,0.7538461538461538,0.7619047619047619,0.7121212121212122,0.6896551724137931,0.7272727272727273,0.6739130434782609,0.8310601719197709,0.1857923497267759,0.1146864686468646,0.9167,0.0,0.0433513964151729,0.249740932642487,0.6936936936936938,0.374331550802139,0.2473249967771045,0.3250843644544431,0.0783070596298834,0.4549019607843137,0.5342163355408389,0.14,0.2202970297029703,0.104631217838765,0.0781671159029649,0.1016311166875784,0.059322033898305,0.2586206896551724,0.0123456790123456,0.0236966824644549,0.0579710144927536,0.1111111111111111,0.1133501259445843,0.093167701863354,0.0998389694041868,0.036319612590799,0.2416107382550335,0.0,0.3746835443037974,0.156963890935888,0.0345622119815668,0.1905917295906628,0.2676044805450019,0.3111739745403111,0.3852459016393442,0.1465464857200729,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"Fort Wayne, IN",0.3188585607940447,0.2729805013927577,0.3920367534456355,0.3940677966101695,0.5137844611528821,0.5202863961813844,0.5465686274509803,0.5139240506329114,0.5048780487804879,0.4543761638733706,0.4503496503496504,0.3467843631778058,0.6666666666666666,0.5714285714285714,0.5625,0.75,0.9166666666666666,0.9090909090909092,0.7692307692307693,0.75,0.8421052631578947,0.8333333333333334,0.6666666666666666,0.6111111111111112,0.6530612244897959,0.7346938775510204,0.711864406779661,0.696969696969697,0.7536231884057971,0.8142857142857143,0.7846153846153846,0.7777777777777778,0.6818181818181818,0.6551724137931034,0.6545454545454545,0.6086956521739131,0.8914613180515759,0.0491803278688524,0.0,0.7778,0.0,0.4631096290120883,0.0632124352331606,0.7297297297297298,0.1497326203208556,0.2017532551244037,0.5084364454443194,0.0227895819054146,0.1215686274509803,0.4392935982339956,0.0733333333333333,0.094059405940594,0.0257289879931389,0.0269541778975741,0.0175658720200752,0.0205811138014527,0.0689655172413793,0.0,0.0047393364928909,0.0,0.2222222222222222,0.0503778337531486,0.031055900621118,0.038647342995169,0.0115684691955878,0.2751677852348993,0.0,0.0253164556962025,0.0202652910832719,0.01036866359447,0.0201426509652994,0.0594949561116205,0.222065063649222,0.3852459016393442,0.0134292080210654,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"Des Moines, IA",0.2952853598014888,0.2534818941504178,0.3675344563552833,0.3665254237288136,0.4887218045112781,0.4892601431980908,0.5049019607843136,0.478481012658228,0.4780487804878051,0.4376163873370576,0.4363636363636364,0.3316519546027743,0.6666666666666666,0.5714285714285714,0.5625,0.75,0.9166666666666666,0.9090909090909092,0.8461538461538461,0.75,0.8421052631578947,0.8333333333333334,0.6666666666666666,0.6111111111111112,0.7142857142857143,0.7551020408163265,0.7288135593220338,0.7121212121212122,0.7536231884057971,0.8285714285714286,0.8307692307692308,0.8095238095238095,0.7121212121212122,0.6724137931034483,0.6909090909090909,0.6521739130434783,0.9337535816618912,0.087431693989071,0.1309130913091309,0.9524,0.0,0.0,0.066321243523316,0.6801801801801801,0.106951871657754,0.2181685359460272,0.3464566929133858,0.0257025359835503,0.2078431372549019,0.675496688741722,0.1333333333333333,0.0495049504950495,0.0360205831903945,0.0215633423180593,0.0602258469259723,0.0072639225181598,0.0689655172413793,0.0,0.0284360189573459,0.0,0.1111111111111111,0.0327455919395466,0.0124223602484472,0.037037037037037,0.009685230024213,0.2919463087248322,0.0,0.0075949367088607,0.0140014738393515,0.0034562211981566,0.0330900039741471,0.0734884711122756,0.3182461103253182,0.4016393442622951,0.0345148875835527,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"Cedar Rapids, IA",0.4627791563275435,0.4401114206128133,0.5359877488514548,0.5317796610169492,0.6416040100250624,0.6396181384248212,0.6740196078431373,0.6658227848101265,0.6292682926829267,0.5605214152700185,0.544055944055944,0.4527112232030265,0.6666666666666666,0.5714285714285714,0.5625,0.6666666666666666,0.9166666666666666,0.8181818181818182,0.7692307692307693,0.75,0.8421052631578947,0.8888888888888888,0.6111111111111112,0.6111111111111112,0.4489795918367347,0.5306122448979592,0.5932203389830508,0.6060606060606061,0.6956521739130435,0.7285714285714285,0.6153846153846154,0.5873015873015873,0.5757575757575758,0.5862068965517241,0.5636363636363636,0.4565217391304347,0.668538681948424,0.0163934426229508,0.5500550055005501,0.8,0.0,0.0,0.0424870466321243,0.7702702702702703,0.0802139037433155,0.2101327832925099,0.4015748031496063,0.0109664153529814,0.1019607843137254,0.6600441501103753,0.0333333333333333,0.0396039603960396,0.0154373927958833,0.013477088948787,0.027603513174404,0.0060532687651331,0.0344827586206896,0.0,0.0,0.0,0.1111111111111111,0.0050377833753148,0.0,0.0128824476650563,0.003228410008071,0.1476510067114093,0.0,0.0810126582278481,0.0276344878408253,0.0011520737327188,0.0079482942542199,0.0371577361456832,0.1881188118811881,0.4016393442622951,0.0100465869961515,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Wichita, KS",0.4181141439205956,0.3941504178272981,0.4885145482388974,0.4872881355932203,0.6090225563909772,0.6062052505966588,0.6348039215686276,0.6227848101265825,0.5829268292682929,0.5270018621973929,0.516083916083916,0.4287515762925599,0.6666666666666666,0.5714285714285714,0.625,0.75,0.9166666666666666,0.9090909090909092,0.7692307692307693,0.75,0.8421052631578947,0.8888888888888888,0.6666666666666666,0.6111111111111112,0.5306122448979592,0.5918367346938775,0.6949152542372882,0.696969696969697,0.7391304347826086,0.7714285714285715,0.7076923076923077,0.6666666666666666,0.6515151515151515,0.6379310344827587,0.6545454545454545,0.5434782608695652,0.6834383954154728,0.081967213114754,0.1196369636963696,0.913,0.2174999999999999,0.0,0.1222797927461139,0.7612612612612614,0.2566844919786096,0.2032787589703923,0.4533183352080989,0.0284441398217957,0.2117647058823529,0.631346578366446,0.08,0.0891089108910891,0.0325900514579759,0.0512129380053908,0.0388958594730238,0.0242130750605326,0.0862068965517241,0.0,0.0047393364928909,0.0289855072463768,0.1111111111111111,0.0453400503778337,0.0124223602484472,0.0434782608695652,0.0126446058649448,0.197986577181208,0.0,0.040506329113924,0.0298452468680913,0.0046082949308755,0.0938107887636219,0.1700183414122887,0.8302687411598303,0.639344262295082,0.0576260887178448,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"Kansas City, KS",0.4565756823821341,0.4345403899721448,0.4992343032159264,0.5042372881355933,0.6115288220551379,0.5799522673031028,0.571078431372549,0.5797468354430381,0.5902439024390245,0.5437616387337058,0.5314685314685315,0.4703656998738966,0.8,0.7142857142857143,0.6875,0.8333333333333334,0.9166666666666666,0.8181818181818182,0.8461538461538461,0.6875,0.8421052631578947,0.8888888888888888,0.7222222222222222,0.7777777777777778,0.5714285714285714,0.5714285714285714,0.6949152542372882,0.7424242424242424,0.7971014492753623,0.8,0.8,0.746031746031746,0.6818181818181818,0.6896551724137931,0.7090909090909091,0.6304347826086957,0.0,0.0,0.0,1.0,0.0,0.0,0.0248704663212435,0.6531531531531533,0.0374331550802139,0.2590348502427914,0.3149606299212598,0.0106237148732008,0.0705882352941176,0.4679911699779249,0.0333333333333333,0.0495049504950495,0.0222984562607204,0.0026954177897574,0.0075282308657465,0.0036319612590799,0.0344827586206896,0.0246913580246913,0.0047393364928909,0.0144927536231884,0.0,0.0151133501259445,0.0248447204968944,0.0064412238325281,0.0304008609093354,0.3523489932885906,0.0,0.1873417721518987,0.0788504053058216,0.0368663594470046,,,0.3974540311173974,0.639344262295082,0.1942070083046384,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
