,City,Avg.Temp.Jan-Normalized,Avg.Temp.Feb-Normalized,Avg.Temp.March-Normalized,Avg.Temp.April-Normalized,Avg.Temp.May-Normalized,Avg.Temp.June-Normalized,Avg.Temp.July-Normalized,Avg.Temp.Aug-Normalized,Avg.Temp.Sept-Normalized,Avg.Temp.Oct-Normalized,Avg.Temp.Nov-Normalized,Avg.Temp.Dec-Normalized,Avg.Percip.Jan-Normalized,Avg.Percip.Feb-Normalized,Avg.Percip.March-Normalized,Avg.Percip.April-Normalized,Avg.Percip.May-Normalized,Avg.Percip.June-Normalized,Avg.Percip.July-Normalized,Avg.Percip.Aug-Normalized,Avg.Percip.Sept-Normalized,Avg.Percip.Oct-Normalized,Avg.Percip.Nov-Normalized,Avg.Percip.Dec-Normalized,Avg.Humid.Jan-Normalized,Avg.Humid.Feb-Normalized,Avg.Humid.March-Normalized,Avg.Humid.April-Normalized,Avg.Humid.May-Normalized,Avg.Humid.June-Normalized,Avg.Humid.July-Normalized,Avg.Humid.Aug-Normalized,Avg.Humid.Sept-Normalized,Avg.Humid.Oct-Normalized,Avg.Humid.Nov-Normalized,Avg.Humid.Dec-Normalized,Healthcare Index-Normalized,HCI Contributors-Normalized,% Walking-Normalized,% Car-Normalized,% Bike-Normalized,% Public Transit-Normalized,total_hotels-Normalized,avg_rating-Normalized,num_good_hotels-Normalized,avg_price-Normalized,pct_good_hotels-Normalized,total_attractions-Normalized,num_good_attractions-Normalized,pct_good_attractions-Normalized,total_nature_parks-Normalized,total_fun_games-Normalized,total_sights_landmarks-Normalized,total_museums-Normalized,total_nightlife-Normalized,total_spas_wellness-Normalized,total_classes_workshops-Normalized,total_casinos_gambling-Normalized,total_boat_tours_water_sports-Normalized,total_water_amusement_parks-Normalized,total_zoos_aquariums-Normalized,total_good_for_kids-Normalized,total_good_for_adrenaline_seekers-Normalized,total_budget_friendly-Normalized,num_good_restaurants-Normalized,pct_good_restaurants-Normalized,num_michelin-Normalized,num_cheap_eats-Normalized,num_moderately_priced-Normalized,num_fine_dining-Normalized,2019_violent_crime_ct-Normalized,2019_property_crime_ct-Normalized,num_fatal_crashes-Normalized,fatalities_per_100m_miles-Normalized,car_thefts_per_100k_residents-Normalized,best_cuisines-American-Normalized,best_cuisines-Italian-Normalized,best_cuisines-Bar-Normalized,best_cuisines-Steakhouse-Normalized,best_cuisines-Asian-Normalized,best_cuisines-Mexican-Normalized,best_cuisines-Southwestern-Normalized,best_cuisines-Cafe-Normalized,best_cuisines-Pizza-Normalized,best_cuisines-Sushi-Normalized,best_cuisines-Seafood-Normalized,best_cuisines-Japanese-Normalized,best_cuisines-Thai-Normalized,best_cuisines-Deli-Normalized,best_cuisines-Diner-Normalized,best_cuisines-Mediterranean-Normalized,best_cuisines-Puerto Rican-Normalized,best_cuisines-Latin-Normalized,best_cuisines-European-Normalized,best_cuisines-Contemporary-Normalized,best_cuisines-Fast Food-Normalized,best_cuisines-Pub-Normalized,best_cuisines-Korean-Normalized,best_cuisines-Fusion-Normalized,best_cuisines-Indian-Normalized,best_cuisines-Chinese-Normalized,best_cuisines-French-Normalized,best_cuisines-Spanish-Normalized,best_cuisines-Middle Eastern-Normalized,best_cuisines-International-Normalized,best_cuisines-Barbecue-Normalized,best_cuisines-Romana-Normalized,best_cuisines-Caribbean-Normalized,best_cuisines-Peruvian-Normalized,best_cuisines-Cajun & Creole-Normalized,best_cuisines-Brew Pub-Normalized,best_cuisines-Hawaiian-Normalized,best_cuisines-Healthy-Normalized,best_cuisines-Gastropub-Normalized,best_cuisines-Irish-Normalized,best_cuisines-Lebanese-Normalized,best_cuisines-Grill-Normalized,best_cuisines-Wine Bar-Normalized,best_cuisines-Greek-Normalized,best_cuisines-German-Normalized,best_cuisines-Portuguese-Normalized,best_cuisines-Tuscan-Normalized,best_cuisines-Balti-Normalized,best_cuisines-Soups-Normalized,best_cuisines-Brazilian-Normalized,best_cuisines-South American-Normalized,best_cuisines-Quick Bites-Normalized,best_cuisines-Coffee & Tea-Normalized
95,"Memphis, TN",0.552109181,0.545961003,0.612557427,0.629237288,0.736842105,0.692124105,0.676470588,0.701265823,0.707317073,0.646182495,0.615384615,0.556116015,0.8,0.785714286,0.75,0.75,0.833333333,0.727272727,0.769230769,0.6875,0.842105263,0.944444444,0.777777778,0.833333333,0.612244898,0.612244898,0.728813559,0.742424242,0.768115942,0.771428571,0.769230769,0.698412698,0.651515152,0.637931034,0.672727273,0.608695652,0.738567335,0.027322404,0.393014301,0.7143,0.7145,0,0.256994819,0.797297297,0.160427807,0.354733359,0.134983127,0.140164496,0.117647059,0.079470199,0.32,0.086633663,0.192109777,0.164420485,0.12672522,0.046004843,0.24137931,0.037037037,0.180094787,0,0.111111111,0.211586902,0.335403727,0.215780998,0.041162228,0.530201342,0,0.220253165,0.13633014,0.034562212,0.135267418,0.182349666,,,0.035770711,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"Knoxville, TN",0.512406948,0.501392758,0.548238897,0.529661017,0.619047619,0.572792363,0.546568627,0.562025316,0.597560976,0.566108007,0.560839161,0.522068096,0.866666667,0.785714286,0.6875,0.75,0.75,0.727272727,0.846153846,0.75,0.842105263,0.888888889,0.722222222,0.777777778,0.612244898,0.591836735,0.728813559,0.757575758,0.811594203,0.8,0.846153846,0.80952381,0.727272727,0.706896552,0.709090909,0.652173913,0.809512894,0.153005464,0.101760176,0.8889,0,0,0.034196891,0.806306306,0.037433155,0.38133299,0.231721035,0.055174777,0.262745098,0.428256071,0.12,0.054455446,0.159519726,0.070080863,0.056461731,0.02905569,0.068965517,0,0.023696682,0.15942029,0.111111111,0.04534005,0.01242236,0.064412238,0.016949153,0.352348993,0,0.136708861,0.052689757,0.020737327,0.018427493,0.043118695,0.025459689,0.196721311,0.038849504,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"Chattanooga, TN",0.535980149,0.530640669,0.581929556,0.56779661,0.661654135,0.608591885,0.585784314,0.605063291,0.636585366,0.601489758,0.587412587,0.542244641,0.866666667,0.785714286,0.75,0.75,0.833333333,0.727272727,0.846153846,0.75,0.842105263,0.888888889,0.777777778,0.833333333,0.632653061,0.612244898,0.745762712,0.772727273,0.811594203,0.828571429,0.861538462,0.80952381,0.742424242,0.724137931,0.709090909,0.673913043,0.773409742,0.054644809,0,1,0,0,0.140932642,0.959459459,0.240641711,0.60038245,0.368953881,0.139307745,0.121568627,0.081677704,0.24,0.089108911,0.147512864,0.188679245,0.081555834,0.04842615,0.086206897,0,0.137440758,0.014492754,0.222222222,0.25440806,0.180124224,0.264090177,0.040086091,0.761744966,0,0.179746835,0.088430361,0.036866359,0.016503169,0.038238569,0.056577086,1,0.055033421,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"Houston, TX",0.705955335,0.721448468,0.767228178,0.775423729,0.869674185,0.751789976,0.700980392,0.759493671,0.802439024,0.783985102,0.752447552,0.699873897,0.866666667,0.714285714,0.625,0.666666667,0.75,0.818181818,0.769230769,0.8125,0.894736842,0.944444444,0.777777778,0.777777778,0.693877551,0.714285714,0.796610169,0.818181818,0.811594203,0.857142857,0.861538462,0.777777778,0.757575758,0.724137931,0.709090909,0.652173913,0.763553009,0.043715847,0,1,0,0,0.121243523,0.612612613,0.160427807,0.227386017,0.285714286,0.032899246,0.282352941,0.739514349,0.126666667,0.091584158,0.065180103,0.051212938,0.032622334,0.018159806,0.120689655,0,0.014218009,0.014492754,0.222222222,0.070528967,0.037267081,0.070853462,0.015873016,0.275167785,0,0.227848101,0.076639646,0.008064516,0.021481311,0.05619514,0.072135785,1,0.07324286,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"San Antonio, TX",0.696029777,0.715877437,0.768759571,0.790254237,0.872180451,0.770883055,0.732843137,0.805063291,0.82195122,0.789571695,0.745454545,0.684741488,0.733333333,0.642857143,0.625,0.666666667,0.833333333,0.636363636,0.692307692,0.6875,0.842105263,0.888888889,0.666666667,0.666666667,0.510204082,0.530612245,0.661016949,0.696969697,0.768115942,0.742857143,0.692307692,0.587301587,0.621212121,0.620689655,0.6,0.456521739,0.645272206,0.032786885,0,1,0,0,0.065284974,0.806306306,0.181818182,0.228503287,0.597300337,0.022789582,0,0,0.1,0.089108911,0.017152659,0.035040431,0.032622334,0.013317191,0.086206897,0.024691358,0.014218009,0.043478261,0.222222222,0.047858942,0.01863354,0.028985507,0.009147162,0.322147651,0,0.088607595,0.042372881,0.005760369,0.018511159,0.044887331,0.345120226,0.426229508,0.013246911,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,"Dallas, TX",0.624069479,0.629526462,0.692189893,0.711864407,0.807017544,0.747016706,0.774509804,0.825316456,0.802439024,0.729981378,0.685314685,0.612862547,0.733333333,0.714285714,0.625,0.75,0.916666667,0.727272727,0.615384615,0.6875,0.789473684,0.888888889,0.722222222,0.722222222,0.530612245,0.571428571,0.661016949,0.681818182,0.753623188,0.742857143,0.6,0.492063492,0.545454545,0.568965517,0.6,0.47826087,0,0,0,0,0,0,0.099481865,0.842342342,0.160427807,0.207167719,0.347581552,0.025188485,0.298039216,0.986754967,0.073333333,0.051980198,0.025728988,0.029649596,0.028858218,0.014527845,0.086206897,0,0.018957346,0.057971014,0.111111111,0.088161209,0.037267081,0.05958132,0.010492333,0.731543624,0,0.058227848,0.02321297,0.003456221,0.011043946,0.01870169,0.316831683,0.426229508,0.007453919,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Austin, TX",0.67369727,0.685236769,0.741194487,0.758474576,0.844611529,0.754176611,0.737745098,0.807594937,0.812195122,0.767225326,0.723076923,0.662042875,0.733333333,0.642857143,0.625,0.666666667,0.833333333,0.727272727,0.615384615,0.6875,0.789473684,0.888888889,0.722222222,0.666666667,0.551020408,0.571428571,0.694915254,0.696969697,0.768115942,0.742857143,0.676923077,0.555555556,0.606060606,0.603448276,0.618181818,0.47826087,0.742578797,0.191256831,0.091584158,0.9,0.0835,0.069403918,0.025906736,0.900900901,0.037433155,0.214859697,0.302587177,0,0.035294118,0.863134658,0.02,0,0.005145798,0.005390836,0.003764115,0.001210654,0,0,0.009478673,0,0,0.005037783,0,0.004830918,0,0.466442953,0,0.005063291,0.00110538,0,0.001108578,0.001735884,0.304101839,0.426229508,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Salt Lake City, UT",0.358560794,0.335654596,0.384379786,0.279661017,0.363408521,0.436754177,0.595588235,0.546835443,0.443902439,0.39292365,0.395804196,0.330390921,0.466666667,0.428571429,0.3125,0.25,0.333333333,0.363636364,0.538461538,0.5625,0.631578947,0.666666667,0.5,0.444444444,0.714285714,0.714285714,0.627118644,0.590909091,0.536231884,0.371428571,0.230769231,0.222222222,0.348484848,0.534482759,0.654545455,0.695652174,0.494899713,0.06010929,0,0.9333,0,0,0.317098446,0.801801802,0.449197861,0.441278845,0.308211474,0.163639479,0.121568627,0.070640177,0.186666667,0.183168317,0.162950257,0.132075472,0.190715182,0.078692494,0.293103448,0,0.018957346,0.043478261,0.111111111,0.181360202,0.192546584,0.286634461,0.059994619,0.402684564,0,0.524050633,0.187914517,0.059907834,0.155305486,0.226549194,0.247524752,0.704918033,0.09580717,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Provo, UT",0.341191067,0.317548747,0.359877489,0.252118644,0.365914787,0.465393795,0.600490196,0.546835443,0.463414634,0.405959032,0.398601399,0.312736444,0.466666667,0.428571429,0.3125,0.25,0.416666667,0.454545455,0.538461538,0.5625,0.631578947,0.666666667,0.5,0.444444444,0.693877551,0.693877551,0.644067797,0.590909091,0.47826087,0.3,0.2,0.238095238,0.333333333,0.482758621,0.6,0.673913043,0.808252149,0.098360656,0,0.9583,0,0,0.121243523,0.720720721,0.176470588,0.255511151,0.31496063,0.05740233,0.121568627,0.19205298,0.153333333,0.113861386,0.077186964,0.099730458,0.071518193,0.027845036,0.155172414,0,0.018957346,0.014492754,0.111111111,0.103274559,0.062111801,0.136876006,0.028248588,0.291946309,0,0.237974684,0.110537951,0.028801843,0.259218976,0.325429058,0.227722772,0.704918033,0.114948349,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"Burlington, VT",0.287841191,0.231197772,0.263399694,0.203389831,0.343358396,0.338902148,0.399509804,0.402531646,0.407317073,0.389199255,0.425174825,0.353089533,0.466666667,0.357142857,0.25,0.166666667,0.25,0.090909091,0.307692308,0.375,0.526315789,0.5,0.388888889,0.388888889,0.714285714,0.653061224,0.745762712,0.772727273,0.811594203,0.885714286,0.846153846,0.825396825,0.818181818,0.862068966,0.836363636,0.717391304,0.866704871,0.054644809,0.171892189,0.9375,0,0,0.116062176,0.716216216,0.240641711,0.243715354,0.447694038,0.058773132,0.380392157,0.584988962,0.6,0.22029703,0.070325901,0.037735849,0.045169385,0.020581114,0.206896552,0,0.033175355,0.028985507,0.111111111,0.083123426,0.037267081,0.072463768,0.027172451,0.38590604,0,0.296202532,0.094694178,0.010368664,0.025790123,0.065939015,0.182461103,0.704918033,0.04318412,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Virginia Beach, VA",0.554590571,0.520891365,0.539050536,0.523305085,0.619047619,0.589498807,0.600490196,0.607594937,0.653658537,0.646182495,0.632167832,0.587641866,0.4,0.285714286,0.1875,0.166666667,0.25,0.181818182,0.230769231,0.3125,0.473684211,0.555555556,0.388888889,0.388888889,0.653061224,0.653061224,0.796610169,0.803030303,0.869565217,0.914285714,0.923076923,0.904761905,0.863636364,0.793103448,0.745454545,0.652173913,0.795988539,1,0.040429043,0.9069,0.0245,0.102125886,0.132642487,0.752252252,0.219251337,0.243006317,0.357705287,0.052947224,0.11372549,0.19205298,0.193333333,0.106435644,0.068610635,0.075471698,0.027603513,0.020581114,0.310344828,0,0.085308057,0.014492754,0.222222222,0.143576826,0.099378882,0.104669887,0.022329836,0.479865772,0,0.027848101,0.030582167,0.00921659,0.040536301,0.081521027,0.055162659,0.704918033,0.034555398,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Richmond, VA",0.514888337,0.488857939,0.531393568,0.533898305,0.636591479,0.599045346,0.602941176,0.594936709,0.607317073,0.581005587,0.576223776,0.528373266,0.4,0.357142857,0.1875,0.166666667,0.25,0.181818182,0.230769231,0.3125,0.473684211,0.555555556,0.388888889,0.388888889,0.510204082,0.510204082,0.661016949,0.696969697,0.768115942,0.8,0.8,0.80952381,0.787878788,0.74137931,0.690909091,0.586956522,0.775816619,0.300546448,0.085808581,0.8906,0,0.032513547,0.826943005,0.698198198,1,0.219973357,0.263217098,0.208361892,0.235294118,0.105960265,0.36,0.405940594,0.190394511,0.245283019,0.284818068,0.153753027,0.982758621,0.024691358,0.047393365,0.014492754,0.333333333,0.153652393,0.142857143,0.149758454,0.076136669,0.137583893,0,0.453164557,0.308032424,0.107142857,0.531134305,0.834214922,0.46251768,0.606557377,0.540409155,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"Seattle, WA",0.540942928,0.493036212,0.482388974,0.330508475,0.335839599,0.245823389,0.299019608,0.326582278,0.346341463,0.422718808,0.503496503,0.503152585,0.133333333,0.142857143,0.125,0.083333333,0.25,0.272727273,0.461538462,0.5,0.578947368,0.444444444,0.111111111,0.166666667,0.93877551,0.959183673,0.93220339,0.863636364,0.84057971,0.828571429,0.738461538,0.714285714,0.818181818,0.965517241,0.963636364,0.891304348,0.758624642,0.459016393,0.080033003,0.8835,0,0.060650271,0.515025907,0.662162162,0.668449198,0.218104078,0.282339708,0.140164496,0.117647059,0.079470199,0.38,0.344059406,0.159519726,0.142857143,0.164366374,0.084745763,0.517241379,0.012345679,0.028436019,0.086956522,0.555555556,0.229219144,0.124223602,0.188405797,0.059456551,0.201342282,0,0.640506329,0.225497421,0.051843318,0.230793365,0.550659963,0.859971711,0.606557377,0.17654446,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Spokane, WA",0.399503722,0.364902507,0.402756508,0.296610169,0.380952381,0.346062053,0.49754902,0.491139241,0.395121951,0.364990689,0.394405594,0.365699874,0.466666667,0.357142857,0.3125,0.25,0.416666667,0.363636364,0.538461538,0.5625,0.684210526,0.666666667,0.444444444,0.388888889,0.918367347,0.87755102,0.779661017,0.636363636,0.52173913,0.485714286,0.261538462,0.238095238,0.393939394,0.637931034,0.854545455,0.847826087,0.776389685,0.480874317,0.089658966,0.8913,0.0815,0.056690288,0.32642487,0.63963964,0.417112299,0.363499635,0.27784027,0.130568883,0.117647059,0.08388521,0.313333333,0.183168317,0.142367067,0.150943396,0.17314931,0.108958838,0.482758621,0,0.023696682,0.028985507,0.555555556,0.133501259,0.068322981,0.128824477,0.060801722,0.231543624,0,0.210126582,0.169123066,0.072580645,0.249283608,0.387462335,0.243281471,0.606557377,0.513489974,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"Charleston, WV",0.464019851,0.438718663,0.493108729,0.491525424,0.571428571,0.520286396,0.507352941,0.511392405,0.548780488,0.530726257,0.535664336,0.486759142,0.333333333,0.285714286,0.1875,0.083333333,0.083333333,0,0.153846154,0.3125,0.473684211,0.555555556,0.388888889,0.333333333,0.551020408,0.551020408,0.661016949,0.712121212,0.84057971,0.871428571,0.892307692,0.873015873,0.772727273,0.724137931,0.672727273,0.565217391,0.789340974,0.284153005,0.070407041,0.7949,0.064,0.2138391,0.396891192,0.828828829,0.71657754,0.454406772,0.392575928,0.211788897,0.121568627,0.055187638,0.553333333,0.344059406,0.185248714,0.177897574,0.297365119,0.139225182,1,0.012345679,0.137440758,0.043478261,0.333333333,0.229219144,0.217391304,0.233494364,0.059994619,0.241610738,0,0.144303797,0.110906411,0.047235023,0.084753917,0.299480873,0.045261669,0.606557377,0.099129026,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Morgantown, WV",0.410669975,0.374651811,0.421133231,0.404661017,0.486215539,0.436754177,0.431372549,0.430379747,0.465853659,0.461824953,0.488111888,0.438839849,0.333333333,0.285714286,0.1875,0.083333333,0.083333333,0,0.153846154,0.3125,0.473684211,0.555555556,0.388888889,0.333333333,0.632653061,0.571428571,0.677966102,0.727272727,0.84057971,0.914285714,0.907692308,0.888888889,0.803030303,0.793103448,0.727272727,0.608695652,0,0,0,0,0,0,0.110880829,0.761261261,0.176470588,0.296420437,0.344206974,0.068540096,0.521568627,0.693156733,0.273333333,0.081683168,0.072041166,0.070080863,0.051442911,0.03874092,0.275862069,0,0.042654028,0.028985507,0.222222222,0.120906801,0.074534161,0.103059581,0.015065913,0.187919463,0,0.007594937,0.012527634,0.00921659,0.030078019,0.092599568,0.23903819,0.196721311,0.089933158,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"Milwaukee, WI",0.331265509,0.26183844,0.290964778,0.194915254,0.303258145,0.372315036,0.460784314,0.465822785,0.475609756,0.448789572,0.455944056,0.37704918,0.466666667,0.357142857,0.3125,0.083333333,0.25,0.181818182,0.307692308,0.375,0.526315789,0.555555556,0.444444444,0.444444444,0.755102041,0.795918367,0.86440678,0.863636364,0.884057971,0.914285714,0.830769231,0.80952381,0.772727273,0.75862069,0.763636364,0.695652174,0.812951289,0.032786885,0,1,0,0,0.027979275,0.648648649,0.042780749,0.233573976,0.321709786,0.009252913,0.125490196,0.918322296,0.06,0.037128713,0,0.02425876,0.003764115,0.006053269,0,0,0.028436019,0.028985507,0,0.025188917,0.049689441,0.020933977,0.00322841,0.177852349,0,0.070886076,0.016212233,0,0.002572737,0.013068256,0.219236209,0.196721311,0.010208629,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
112,"Madison, WI",0.281637717,0.236768802,0.327718224,0.296610169,0.431077694,0.443914081,0.468137255,0.435443038,0.434146341,0.405959032,0.413986014,0.320302648,0.533333333,0.428571429,0.3125,0.083333333,0.166666667,0.090909091,0.307692308,0.375,0.526315789,0.611111111,0.444444444,0.444444444,0.734693878,0.755102041,0.728813559,0.712121212,0.753623188,0.8,0.784615385,0.793650794,0.742424242,0.74137931,0.745454545,0.673913043,0,0,0,0,0,0,0.024870466,0.927927928,0.053475936,0.753255124,0.449943757,0.023303633,0.258823529,0.91611479,0.08,0.01980198,0.024013722,0.026954178,0.021329987,0.013317191,0.051724138,0,0.066350711,0,0.111111111,0.052896725,0.01863354,0.046698873,0.007801991,0.838926174,0,0.055696203,0.015843773,0.005760369,0.003367567,0.007696843,0.015558699,0.106557377,0.001782459,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Green Bay, WI",0.265508685,0.204735376,0.277182236,0.226694915,0.370927318,0.403341289,0.450980392,0.42278481,0.417073171,0.391061453,0.406993007,0.312736444,0.533333333,0.428571429,0.3125,0.166666667,0.25,0.181818182,0.307692308,0.375,0.578947368,0.611111111,0.444444444,0.5,0.734693878,0.775510204,0.745762712,0.712121212,0.724637681,0.785714286,0.738461538,0.761904762,0.757575758,0.75862069,0.763636364,0.695652174,0.843667622,0.043715847,0,1,0,0,0.008290155,0.927927928,0.010695187,0.669653216,0.249718785,0.002227553,0,0,0.013333333,0.002475248,0.010291595,0.008086253,0.003764115,0,0,0,0,0,0,0.005037783,0.00621118,0.00805153,0.001345171,0.802013423,0,0.02278481,0,0,0,0,0.052333805,0.106557377,,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
114,"Cheyenne, WY",0.388337469,0.321727019,0.353751914,0.209745763,0.260651629,0.336515513,0.426470588,0.374683544,0.336585366,0.316573557,0.374825175,0.340479193,0.6,0.5,0.375,0.25,0.25,0.272727273,0.461538462,0.5,0.631578947,0.666666667,0.555555556,0.555555556,0.265306122,0.306122449,0.389830508,0.454545455,0.492753623,0.428571429,0.353846154,0.333333333,0.348484848,0.396551724,0.309090909,0.239130435,0.856045845,0.136612022,0.330033003,0.84,0.2,0,0.14611399,0.689189189,0.203208556,0.229577586,0.301462317,0.068197395,0.596078431,0.796909492,0.186666667,0.170792079,0.060034305,0.035040431,0.04140527,0.065375303,0.206896552,0,0.018957346,0.057971014,0.111111111,0.153652393,0.173913043,0.104669887,0.034705408,0.369127517,0,0.073417722,0.073691968,0.017281106,0.011922441,0.063810101,0.357850071,0.37704918,0.067490379,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Casper, WY",0.282878412,0.217270195,0.294027565,0.175847458,0.270676692,0.37947494,0.531862745,0.475949367,0.363414634,0.301675978,0.33006993,0.250945776,0.6,0.428571429,0.375,0.25,0.333333333,0.363636364,0.538461538,0.5625,0.631578947,0.666666667,0.5,0.5,0.653061224,0.714285714,0.661016949,0.606060606,0.536231884,0.342857143,0.184615385,0.158730159,0.287878788,0.482758621,0.472727273,0.565217391,0.783839542,0.81420765,0.166666667,0.6407,0.173,0.406002501,0.124352332,0.648648649,0.14973262,0.280929053,0.25984252,0.05705963,0.48627451,0.768211921,0.146666667,0.116336634,0.12864494,0.088948787,0.032622334,0.024213075,0.189655172,0.012345679,0.047393365,0.028985507,0.111111111,0.088161209,0.037267081,0.099838969,0.02582728,0.255033557,0,0.33164557,0.117907148,0.01843318,0.022150641,0.064890934,0.289957567,0.37704918,0.053534535,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"San Juan, PR",1,1,1,1,0.989974937,0.789976134,0.710784314,0.739240506,0.895121951,1,1,1,0.733333333,0.571428571,0.5,0.583333333,0.75,0.727272727,0.769230769,0.8125,0.842105263,0.888888889,0.833333333,0.722222222,0.795918367,0.775510204,0.796610169,0.833333333,0.898550725,0.9,0.907692308,0.904761905,0.863636364,0.862068966,0.836363636,0.760869565,0.741432665,0.153005464,0.152915292,0.8889,0,0.057940809,0.060103627,0.963963964,0.144385027,0.342099609,0.515185602,0.026559287,0.278431373,0.880794702,0.046666667,0.042079208,0.02915952,0.02425876,0.011292346,0.023002421,0.120689655,0.012345679,0.014218009,0,0,0.050377834,0.031055901,0.048309179,0.016680118,0.580536913,0,0.189873418,0.042372881,0.013824885,0.003074735,0.007836041,0.060820368,0.37704918,0.001255823,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
